image_path,question,answer
64/64d40246.jpg,What is the message on the phone case?,Hate
64/64d40246.jpg,What is the last letter in the word printed on the phone cover?,E
64/64848785.jpg,What color is the top of the boot?,Green
64/64848785.jpg,What color are the handles on the featured boot?,Green
64/64ab38c9.jpg,What is the pattern on the pillow?,Floral
64/64ab38c9.jpg,What geometric shape most closely resembles the overall form of the cream-colored floral pattern on the pillow?,Oval
64/643bc6f9.jpg,What is the color of the folder?,Blue
64/643bc6f9.jpg,What is the subtle text displayed on the object?,Amazonbasics
64/64d97344.jpg,What is on the cart?,Bottles
64/64d97344.jpg,What is the color of the liquid inside the bottle on the far left of the drinks cart?,Red
64/644fc623.jpg,What color is the center circle?,Black
64/644fc623.jpg,What shape is found on the top center section of the back cover?,Square
64/64cfd0ad.jpg,What color is the case?,Brown
64/64cfd0ad.jpg,What shape is the cutout at the top of the wallet?,Rectangle
64/64715e06.jpg,What is on the case?,Skull
64/64715e06.jpg,What color is in the eye sockets of the skull?,Red
64/6430f6e0.jpg,What color is the inside?,Black
64/6430f6e0.jpg,What is the color of the inside lining of the handbag?,Black
64/6446042b.jpg,What is the object's color?,Black
64/6446042b.jpg,What shape is the aperture to the right of the camera?,Circle
64/649ab20f.jpg,Is there a barcode?,Yes
64/649ab20f.jpg,How many digits does the UPC on the product have?,Twelve
64/64aff263.jpg,What is on the ear?,Earring
64/64aff263.jpg,What setting secures the topaz to the earring?,Prong
64/64d7f874.jpg,What color is the rack?,White
64/64d7f874.jpg,"According to the dimensions, what is the depth in cm for the over door clip?",4.5
64/64aaa80f.jpg,What color is the cover?,Blue
64/64aaa80f.jpg,What color is the button on the lower part of the left cover?,Gold
64/64b1b32e.jpg,How much sodium is in a serving?,160mg
64/64b1b32e.jpg,What percentage of the daily value does the saturated fat contribute?,Eighteen
64/64b8f964.jpg,What color is the mushroom?,Red
64/64b8f964.jpg,What is the primary color of the fruiting body?,Red
64/640251f9.jpg,What is the name of this beauty product?,Collection
64/640251f9.jpg,What color is the first shadow in the bottom row?,Beige
64/646a9866.jpg,What material is the fixture?,Brass
64/646a9866.jpg,What color is the hot indicator?,Red
64/64fdeb84.jpg,What color is the case?,Multicolor
64/64fdeb84.jpg,What color is the object held in the elephant's trunk?,Pink
64/647ab070.jpg,What color is the sole?,White
64/647ab070.jpg,What is the colour of the midsole?,White
64/64386c30.jpg,What animal is on the phone case?,Bear
64/64386c30.jpg,What phrase is printed on the blue heart that the teddy bear is holding?,Iloveyou
64/641b5a07.jpg,What color is the strap?,Black
64/641b5a07.jpg,What color are the straps on the flip flops?,Black
64/648c4de6.jpg,What color is the phone case?,Black
64/648c4de6.jpg,What is the color of the innermost material visible through the opening?,Silver
64/641ce15f.jpg,What color is the case?,Multicolor
64/641ce15f.jpg,"According to the case design, what makes the 'your'?",Soul
64/642cfc1e.jpg,What is the pattern?,Feather
64/642cfc1e.jpg,What is the brand name printed on the case?,Motorola
64/6475a463.jpg,What color are the shoes?,Black
64/6475a463.jpg,What is the count of eyelets per shoe?,Five
64/64b38d74.jpg,What color is the rectangle?,Green
64/64b38d74.jpg,How many sides does the shape that is highlighted in green have?,Four
64/6420f3f9.jpg,What color is the wallet?,Green
64/6420f3f9.jpg,What type of material is the tassel made out of?,Synthetic
64/64a92dc3.jpg,What color is the flash?,Black
64/64a92dc3.jpg,What shape is visible on the top part of the hot shoe?,I
64/645cd0e4.jpg,What color is the clip on the right?,Teal
64/645cd0e4.jpg,"If the binder clips were arranged according to the rainbow color spectrum, what color would replace orange?",Yellow
64/64d1bdd3.jpg,Is there a moon?,Yes
64/64d1bdd3.jpg,"Excluding moons, what celestial body appears most frequently?",Stars
64/64e4e2d5.jpg,What color is the boot?,Silver
64/64e4e2d5.jpg,What color are the goring panels of the ankle boot?,Black
64/6466dfc5.jpg,What color are the pillows?,White
64/6466dfc5.jpg,How many bands of stitching appear on the pillowcases?,Three
64/64f4f162.jpg,What color is the curtain?,Blue
64/64f4f162.jpg,What finish does the leftmost part of the rod holding the curtain have?,Metallic
64/6417c451.jpg,What color is the shoe?,White
64/6417c451.jpg,What color is the material lining the inside of the shoe?,Pink
64/64c3dde5.jpg,What color is the cap?,Black
64/64c3dde5.jpg,What color is the band above the bay leaves?,Red
64/64d8f0f8.jpg,What color is the shoe sole?,Blue
64/64d8f0f8.jpg,What shape most closely resembles the pattern within the inner blue area?,Ovals
64/64d6e4d3.jpg,What color is the cap?,Black
64/64d6e4d3.jpg,What is the shape of the recycling symbol on the bottle?,Triangle
64/646c2a7f.jpg,What color is the bag?,Black
64/646c2a7f.jpg,What color is the text on the front of the bag?,White
64/64489102.jpg,What color is the case?,Purple
64/64489102.jpg,What word appears largest on the back of the cover?,KEEP
64/64f41e43.jpg,What color is the air conditioner?,White
64/64f41e43.jpg,What word is to the right of the green button?,Amazonbasics
64/64acb351.jpg,What color is this shoe?,Beige
64/64acb351.jpg,What type of animal does the lining come from?,Sheep
64/64eb6fe2.jpg,What is the brand name?,Revly
64/64eb6fe2.jpg,What word is written in script and starts with an R on the label?,Revly
64/64ab6191.jpg,What color is the sole?,Black
64/64ab6191.jpg,What's the approximate number of grooves evident on the forefoot of the shoe?,Seven
64/6473df2e.jpg,What color is the stripe on the pillow?,Green
64/6473df2e.jpg,How many colors are on the plant pot excluding the color of the plant?,Three
64/6439202a.jpg,How many freezer bags are there?,Thirty
64/6439202a.jpg,What number is within the white circle?,Thirty
64/6492ab09.jpg,What color is the ottoman?,White
64/6492ab09.jpg,"If the ottoman is preserved with annual oiling, what color is its horizontal surface?",White
64/64c1618f.jpg,What color is the grill?,Black
64/64c1618f.jpg,"Excluding the asparagus, how many circles/rings appear on the grill?",Seven
64/64fe67d7.jpg,What color is the shoe?,Red
64/64fe67d7.jpg,In what shade of red are the slippers?,Rouge
64/645d8c65.jpg,What color is the bottom?,Red
64/645d8c65.jpg,What color is immediately above the green in the center of the phone case?,Orange
64/64b9df29.jpg,What type of phone is on the right?,iPhone
64/64b9df29.jpg,What color is the ring around the camera on the right?,Orange
64/64d4aa2c.jpg,What is this item?,Shower
64/64d4aa2c.jpg,What is the shape of the spray head?,Square
64/6473ab7b.jpg,What color is the sole?,Pink
64/6473ab7b.jpg,What is the number displayed on the logo on the sole of the shoe?,206
64/64fbeb82.jpg,What color is the filament?,Red
64/64fbeb82.jpg,What color is the 3D printer filament winding around the spool?,Red
64/6480eaab.jpg,What color is the plate?,White
64/6480eaab.jpg,What is the shape of the indentations along the rim?,Scrolls
64/643def0b.jpg,What is the blanket's pattern?,Plaid
64/643def0b.jpg,What color are the thin lines creating the cross pattern on the blanket?,Blue
64/645c0efc.jpg,What color is the pole?,Black
64/645c0efc.jpg,What material are the cylindrical brackets made of?,Metal
64/64be036b.jpg,What color is the chair?,Green
64/64be036b.jpg,How many vertical segments make up the back's shell-like design?,Seven
64/647b7112.jpg,What is the color of the chair?,Beige
64/647b7112.jpg,What material makes up the chairs legs?,Beech
64/64f54acc.jpg,What shape is the bowtie?,Bowtie
64/64f54acc.jpg,How many musical notes are seen around the 'cute little boy' text?,Two
64/64251409.jpg,What is the brand of these crayons?,AmazonBasics
64/64251409.jpg,"Excluding the last crayon on the right, what color is the sixth crayon?",Orange
64/64370858.jpg,What is on the lid?,Black
64/64370858.jpg,What is the flame logo indicating?,Medium
64/649df684.jpg,What is the color of the product?,White
64/649df684.jpg,How many vertical bars appear in the right-most group of vents?,Eleven
64/64a5e38e.jpg,What kind of juice is this?,Prune
64/64a5e38e.jpg,What word describes the status of the product from dried prunes?,Concentrate
64/6436a0fe.jpg,What kind of medicine is pictured?,Allergy
64/6436a0fe.jpg,"What color are the words ""All Day Allergy""?",Green
64/64c55337.jpg,How many light bulbs does the sconce need?,Three
64/64c55337.jpg,How many frosted glass shades can you see?,Three
64/6490bf18.jpg,What color is the backpack?,Turquoise
64/6490bf18.jpg,What is the color of the bars design on the front?,Yellow
64/64f4b851.jpg,What color is the couch?,Grey
64/64f4b851.jpg,What is the finish of the legs of the object in the image?,Bronze
64/642c4799.jpg,What color is the phone case?,Teal
64/642c4799.jpg,What avian feature is positioned directly above the cassette in the image?,Bird
64/645fc404.jpg,Is the table dark?,Yes
64/645fc404.jpg,How many vertical panels are in the bottom section of the table?,Three
64/64dbae18.jpg,What color is the phone case?,Blue
64/64dbae18.jpg,What is the color of the topmost 'Sumikko Gurashi' character on the cover?,White
64/641a5458.jpg,What color are the shoes?,Green
64/641a5458.jpg,What is the closure type of the footwear?,Lace-up
64/6424f8c5.jpg,What color is the background?,White
64/6424f8c5.jpg,"What color is the arrow above ""Smoke Free""?",Red
64/647f9fc9.jpg,What is the color of the handle?,Nickel
64/647f9fc9.jpg,What material is the knob body made of?,Brass
64/64e2765d.jpg,What kind of sugar is listed?,Cane
64/64e2765d.jpg,What is the second ingredient listed?,Sugar
64/64f707f1.jpg,What color is the notebook?,Green
64/64f707f1.jpg,How many pounds of paper are the sheets inside the notebook?,Fifteen
64/649bbb03.jpg,Is there a lampshade?,Yes
64/649bbb03.jpg,What shape is the base's visible top?,Square
64/64a5e0f7.jpg,What are the total calories?,140
64/64a5e0f7.jpg,What is the DV percent for Sodium?,5%
64/6479f68c.jpg,What color are the shoes?,Grey
64/6479f68c.jpg,What geometric pattern is displayed on the outer material of the shoe?,Chevron
64/649f6b8b.jpg,What color is the handle?,Gold
64/649f6b8b.jpg,What is the handle's dominant color?,Champagne
64/64c96d1f.jpg,What shape is on the phone case?,Hearts
64/64c96d1f.jpg,What shapes are primarily printed on the black phone case?,Hearts
64/64684ee4.jpg,What color is the slipper?,Black
64/64684ee4.jpg,What material is the thinner of the two straps made of?,Patent
64/649c217c.jpg,What color is the shoe?,Grey
64/649c217c.jpg,What is the shape of the design on the heel?,Triangle
64/641ed0ca.jpg,What is the color of the cabinet?,White
64/641ed0ca.jpg,What is the color of the hinges used on the open door?,Silver
64/64e60792.jpg,What color are the strawberries?,Red
64/64e60792.jpg,"Excluding the fruit, what color is the bowl?",White
64/64f00042.jpg,What color is the bird?,Red
64/64f00042.jpg,What color is the bird with the long tail in the middle of the phone case?,Red
64/64e938bf.jpg,What is the color of the flowers?,Pink
64/64e938bf.jpg,How many camera lenses are visible on the device?,Two
64/64ec0aa7.jpg,What color is the cable?,Black
64/64ec0aa7.jpg,What material is used in the connectors visible in this image?,Gold
64/6491a705.jpg,What is the first word at the top?,Eat
64/6491a705.jpg,What is the color of the skateboard shown on the cover?,Pink
64/640091c2.jpg,What shape are the blocks?,Square
64/640091c2.jpg,How many squares are on the top row of the cover?,Twelve
64/641db544.jpg,What shape is on the case?,Foot
64/641db544.jpg,What shape do the impressions resemble?,Foot
64/647d32a6.jpg,What color is the bird?,Red
64/647d32a6.jpg,What is the predominant pigment making up the 'engry bird's' color?,Carotenoid
64/64ffc316.jpg,What color is the car?,Blue
64/64ffc316.jpg,What shape does the color blocking of the top two colors form?,Triangle
64/6490965f.jpg,What color are the knee pads?,Brown
64/6490965f.jpg,What is the color of the 'Ah Goo Baby Kneekers'?,Brown
64/640e3dc2.jpg,What color is the box?,Brown
64/640e3dc2.jpg,How many bulbs are nestled inside the cardboard?,Six
64/6473b2f4.jpg,What is the color of the shoe?,White
64/6473b2f4.jpg,What is the closure type for these shoes?,Lace-Up
64/6454b882.jpg,What color is the backpack?,Black
64/6454b882.jpg,What color is the narrow strip of fabric hanging from the open compartment's interior?,Red
64/64aaf4de.jpg,What is the main color?,Multicolor
64/64aaf4de.jpg,What is the primary building material of the elevated walkway depicted?,Wood
64/6433ecbc.jpg,What is the walkway made of?,Wood
64/6433ecbc.jpg,What is the material composing the frame around the wooden bridge?,Silicone
64/64dd4a71.jpg,What is above the water?,Moon
64/64dd4a71.jpg,"Considering the moon is reflecting on the body of water, is it a full or quarter moon?",Full
64/64c91b05.jpg,Are there any apples in this product?,Yes
64/64c91b05.jpg,What is the third word in the first ingredient?,Dried
64/6459127b.jpg,What color is the flower?,Orange
64/6459127b.jpg,What type of flower is at the lower right corner of the box?,Calendula
64/64dab583.jpg,What is the lamp shade color?,Brown
64/64dab583.jpg,What is the shape of the table lamp's wooden base?,Rectangular
64/64dccfac.jpg,Are there any apricots?,Yes
64/64dccfac.jpg,"According to the text, what product related to tree comes before nuts?",Tree
64/641a9659.jpg,What color is the case?,Black
64/641a9659.jpg,What shape is the visible metallic fastener that secures the closure strap?,Round
64/6413a458.jpg,What pattern is on the pillow?,Stripes
64/6413a458.jpg,How many dark stripes are visible on the pillow?,Four
64/64d4a31b.jpg,What is in the ear?,Earring
64/64d4a31b.jpg,What precious metal is used for the stud of the visible jewelry?,Gold
64/64d6fda6.jpg,What animal is on the phone?,Bird
64/64d6fda6.jpg,How many visible toes does the heron have?,Seven
64/64a22dab.jpg,What color is this?,Espresso
64/64a22dab.jpg,What shape are the handles attached to the wardrobe?,Circular
64/646ea8b4.jpg,What color is the sole?,Black
64/646ea8b4.jpg,What is the color of the sole?,Black
64/64c7b37c.jpg,What color is the chair?,White
64/64c7b37c.jpg,How many distinct surfaces are visible on the backrest of the chair?,Two
64/64dfccea.jpg,What color is the tab on top?,Orange
64/64dfccea.jpg,What color is the tab on top of the cartridge?,Orange
64/64e5865f.jpg,What color is the phone case?,Pink
64/64e5865f.jpg,What color are the laces on the shoe printed on the case?,Blue
64/64ea51f9.jpg,What color is the shoe?,Grey
64/64ea51f9.jpg,How many colors are interwoven to create the pattern?,Two
64/6485543f.jpg,What shape is on the back?,Geometric
64/6485543f.jpg,What brand appears near the upper portion of the case?,Motorola
64/64c79e1d.jpg,What is listed first in the ingredients?,Water
64/64c79e1d.jpg,"What kind of plant is ""sinensis"" named after in the ingredients?",Camellia
64/646a863a.jpg,What is the main ingredient in the bowl?,Quinoa
64/646a863a.jpg,What implement used for eating rests on the right side of the veggie bowl?,Fork
64/64302464.jpg,What is this a jar of?,Dip
64/64302464.jpg,What word is above “French”?,Organic
64/6436d72f.jpg,What color is the phone case?,Multicolor
64/6436d72f.jpg,What color primarily appears next to the camera?,Pink
64/64f5c80e.jpg,What is the product?,Tuna
64/64f5c80e.jpg,What is the single word written in English that represents the brand name shown on each can?,SOLIMO
64/6472207c.jpg,What color is the drawer?,Oak
64/6472207c.jpg,What is the shape of the small object on the drawer?,Circular
64/64e8925f.jpg,What color is the grid?,White
64/64e8925f.jpg,What color is the secondary grid pattern?,White
64/64d356aa.jpg,What is the color of the dots?,Yellow
64/64d356aa.jpg,"Excluding the yellow, what color makes up most of the foam roller?",Black
64/6483a47f.jpg,What kind of shoe is this?,Mule
64/6483a47f.jpg,What geometrical shape is repeated three times on the sandal strap?,Oval
64/6490fa89.jpg,What color is the butter keeper?,White
64/6490fa89.jpg,What is printed on the bottom of the jar?,Pinzon
64/647a7c22.jpg,What is the color of the cover?,Pink
64/647a7c22.jpg,What is the color of the bottom stripe on the back of the phone case?,Pink
64/64356bbc.jpg,How many mg is the fish oil?,1000
64/64356bbc.jpg,What is the INS code that directly follows the ingredient Humectant?,422
64/64b9ad12.jpg,Is this a bag?,Yes
64/64b9ad12.jpg,What type of fastener is on the small pocket?,Zipper
64/64ba7b38.jpg,What color is the case?,Gray
64/64ba7b38.jpg,What is the shape of the hole above the camera?,Oval
64/64fff122.jpg,What color is the strap?,Yellow
64/64fff122.jpg,What geometrical shape can be used to describe the handbag's buckle?,Square
64/641aabb5.jpg,What color is the furniture?,White
64/641aabb5.jpg,What is the color of the handles on the drawers?,Beige
64/646fb5d9.jpg,What color is the plug?,Black
64/646fb5d9.jpg,How many pins can be seen on the plug?,Three
64/64f5485c.jpg,What flavor is this juice?,Orange
64/64f5485c.jpg,"According to the product information on the carton, is this juice concentrated?",False
64/64145eff.jpg,What color is the luggage?,Black
64/64145eff.jpg,"What material is used on the bag, to the left of the handle?",ABS
64/64f5f3e8.jpg,What animal is on the hanger?,Deer
64/64f5f3e8.jpg,What animal is standing between the Christmas tree and the deer on the hanger?,Squirrel
64/645af9a2.jpg,What is on her neck?,Necklace
64/645af9a2.jpg,What is the color grade of the cut diamond?,J
64/64912f39.jpg,What pattern is on the phone case?,Woven
64/64912f39.jpg,What shape do the woven segments primarily create?,Rectangle
64/64cc3382.jpg,What is in the suitcase?,Clothes
64/64cc3382.jpg,What material are the outside walls of the suitcase made of?,Polycarbonate
64/64ef8c62.jpg,What are the small black items hanging?,Headphones
64/64ef8c62.jpg,What is the device connected to the wired earbuds?,Phone
64/64932832.jpg,What is the color of the toy car?,Blue
64/64932832.jpg,What is the color of the larger section of the phone case?,Pink
64/64d4e0da.jpg,What color is the fabric?,Cream
64/64d4e0da.jpg,How many visible thread colors are found on the fabric?,Two
64/647b63b6.jpg,What color is the phone case?,Pink
64/647b63b6.jpg,"What geometrical shape is found on the branch, close to the owl on the right?",Circle
64/6488da0e.jpg,What is the shape in the frame?,Crescent
64/6488da0e.jpg,What shape is the visible moon?,Crescent
64/6481cb39.jpg,What color is the phone case?,Pink
64/6481cb39.jpg,How many bears on the center case are sitting with their hearts in their hands?,One
64/64f23885.jpg,What color is the case?,Brown
64/64f23885.jpg,What is the shape of the object to the left of the primary phone cover?,Rectangular
64/6420ae1a.jpg,What color are the chairs?,Blue
64/6420ae1a.jpg,What is the material composition of the mesh on the chairs?,Textilene
64/644ebc47.jpg,What color are the shoes?,Pink
64/644ebc47.jpg,What material composes the wrappings at the bottom of the wedges?,Straw
64/64ee3262.jpg,What color are the shoes?,Black
64/64ee3262.jpg,What is the predominant color of the shoe's sole?,White
64/64330bc4.jpg,What is the color of the bird?,Blue
64/64330bc4.jpg,What is the predominant color of the bird's eye ring?,Yellow
64/646fc8fb.jpg,What color is the shelf?,Grey
64/646fc8fb.jpg,What is the cross-sectional shape of the ABS edgeband around each shelf?,Rectangular
64/64eb79db.jpg,What color is the bag?,Black
64/64eb79db.jpg,What color is the zipper of the bag?,Gold
64/64c2fb06.jpg,What color is the pillow?,Red
64/64c2fb06.jpg,"How many circular objects, including the vinyl record and any pillow patterns, are present in the image?",Eleven
64/64425a1a.jpg,What is the color of the case?,Multicolor
64/64425a1a.jpg,What color is closest to the camera lens?,Silver
64/644875ca.jpg,What is the color?,Multicolor
64/644875ca.jpg,What is the color of the block that the bottom microphone is touching?,Teal
64/64d2093b.jpg,What color is the case?,Multicolored
64/64d2093b.jpg,What color is the paint swirl located above the camera?,White
64/645c6cc8.jpg,What color is the object?,Blue
64/645c6cc8.jpg,What is the primary weaving technique used to create the textured surface of the pillow sham?,Matelasse
64/64669e39.jpg,What color is the shoe?,Green
64/64669e39.jpg,What is the specific material of the prominent decorative embellishment on the slide?,Satin
64/640ad555.jpg,What is the main color?,Pink
64/640ad555.jpg,What color is the ring around the fingerprint scanner on the back?,Teal
64/6442a3fd.jpg,What color is the phone case?,Multicolor
64/6442a3fd.jpg,What color is the top heart on the phone case?,Red
64/644137b3.jpg,What color is the lamp?,Blue
64/644137b3.jpg,What color is the lampshade?,Blue
64/64850888.jpg,What flavor are these antacids?,Berry
64/64850888.jpg,"What is the active ingredient of the product in the image, according to the information on the label?",Calcium
64/64408b17.jpg,What color is the bag?,Pink
64/64408b17.jpg,What color are the handle straps?,Tan
64/64c18546.jpg,What is this?,Chair
64/64c18546.jpg,How many vertical slats does the backrest have?,Seven
64/64f9fc29.jpg,What color is the phone case?,Orange
64/64f9fc29.jpg,What number is depicted by the bicycle chain?,Two
64/64326cbf.jpg,What color is the shoe?,Black
64/64326cbf.jpg,What geometrical shape composes the outsole tread?,Circle
64/640a5fee.jpg,What animal is in the circles?,Lizard
64/640a5fee.jpg,What is adjusted on the eyepiece during the second step?,Diopter
64/643738ac.jpg,What color is the dress?,Pink
64/643738ac.jpg,What pattern covers the majority of the back of the phone case?,Leaves
64/6400e2c5.jpg,What is listed in bold?,ingredients
64/6400e2c5.jpg,"In the French ingredients list, what is listed after 'beurre de cacao'?",Lactosérum
64/64eefc22.jpg,What color is this?,Red
64/64eefc22.jpg,What color is the folder in the image?,Red
64/647dec4c.jpg,What is the color of the storage box?,Red
64/647dec4c.jpg,How many colors are underneath the box?,Five
64/6429072b.jpg,What color is the sticker?,Yellow
64/6429072b.jpg,What is the color of the oval next to the coffee roast?,Yellow
64/64642605.jpg,What color is the cap?,Green
64/64642605.jpg,What is the color of the material surrounding the top of the bottle?,Green
64/64508392.jpg,What color is the mesh?,Black
64/64508392.jpg,"According to the product description, what material is found along the top rim?",Metal
64/64eb198e.jpg,What kind of berries are listed?,Raspberries
64/64eb198e.jpg,What are the last 5 letters of the only listed ingredient?,Berries
64/64fa98c1.jpg,What is the pink thing?,Flower
64/64fa98c1.jpg,What is the main color of the fully bloomed flower at the bottom?,Pink
64/64803b85.jpg,What color are the curtains?,Grey
64/64803b85.jpg,What number of loops are featured at the top of each curtain panel?,Seven
64/6426f4c1.jpg,What color is the sugar?,Green
64/6426f4c1.jpg,"Besides green, what other colorful shapes are displayed behind the barcode?",Squares
64/648bdf08.jpg,What color is the shoe?,Brown
64/648bdf08.jpg,What geometric shape best describes the toe of the shoe?,Square
64/641a8618.jpg,What color is the phone cover?,Yellow
64/641a8618.jpg,How many fingers is the cartoon character showing?,Two
64/64483f85.jpg,What color is the phone case?,Pink
64/64483f85.jpg,What is the shape of the droplets on the cover?,Round
64/64e6e4c9.jpg,Is this a chair?,Yes
64/64e6e4c9.jpg,What shape is the base of the chair?,Triangular
64/64554923.jpg,What color is the box?,Brown
64/64554923.jpg,How many sides does the open box have?,Five
64/64d59e65.jpg,What color is the cover?,Yellow
64/64d59e65.jpg,What color is directly above the camera lens cutout?,Black
64/64d45e87.jpg,What color are the beans?,Green
64/64d45e87.jpg,What color are the words 'Green Beans' written in?,Green
64/64f2c1f4.jpg,What is the serving size?,Tablet
64/64f2c1f4.jpg,What is the percentage of the daily value for total carbohydrates?,One
64/64cb42bf.jpg,What color are the shoes?,Blue
64/64cb42bf.jpg,What is the color of the eyelet closest to the shoe's heel?,Orange
64/64e6bfb7.jpg,What is the color of the tower?,Golden
64/64e6bfb7.jpg,What is the color of the sky near the top of the depicted structure?,Pink
64/6406f8a4.jpg,What color is the shoe?,White
64/6406f8a4.jpg,What pattern is inside the shoe?,Striped
64/6418fdc7.jpg,What color is the headboard?,Brown
64/6418fdc7.jpg,What time is displayed on the bedside clock?,9:52
64/64bfd9fd.jpg,What is the color of the board?,Brown
64/64bfd9fd.jpg,What geometric shape is the leftmost item at the bottom?,Square
64/648dc25c.jpg,What color is the inside of the box?,Blue
64/648dc25c.jpg,How many inches wide is the visible handle?,Four
64/649931cb.jpg,What shape are the objects?,Hearts
64/649931cb.jpg,What shape are the objects that hang beneath the camera?,Hearts
64/64d7f284.jpg,What is the shoe's sole color?,Brown
64/64d7f284.jpg,What is the color of the sole?,Brown
64/641cd69c.jpg,What color is the charger?,Black
64/641cd69c.jpg,Which port is used on the Nintendo Switch's bottom to receive power from the charger?,USB-C
64/64a73c05.jpg,What is on the ears of the person on the right?,Headphones
64/64a73c05.jpg,"In the image, what head accessory is the well-postured individual wearing?",Headphones
64/64ac65d1.jpg,What color is the bottom of the bag?,Purple
64/64ac65d1.jpg,What color is the bottom of the bag?,Purple
64/64e89e1d.jpg,How many chairs are shown?,Two
64/64e89e1d.jpg,What material is the surface of the middle table made from?,Glass
64/640285ba.jpg,What color is the fabric?,Grey
64/640285ba.jpg,How many rows of eyelets are on the white curtain tape?,Three
64/64c504bf.jpg,What color is the shoe?,Brown
64/64c504bf.jpg,"Looking at the sole, is the outer oval a different material from the rest of the sole?",Yes
64/64bc07f0.jpg,How many calories per serving?,100
64/64bc07f0.jpg,What percentage of the daily value is in the saturated fat?,Thirty-five
64/647b0fba.jpg,What is the color of the phone case?,Blue
64/647b0fba.jpg,What is the primary color of the case near the camera?,Blue
64/6401ef93.jpg,What color is the dog?,White
64/6401ef93.jpg,What is the shape of the camera opening located on top of the pictured case?,Pill
64/64cab058.jpg,What shape is scattered across the cover?,Stars
64/64cab058.jpg,How many cameras does this phone have on the backside?,Two
64/64ddae4a.jpg,What color is the phone cover?,Multicolor
64/64ddae4a.jpg,What color touches the black circle at the top right of the fingerprint sensor?,Yellow
64/64ac9849.jpg,What color is the pan?,Black
64/64ac9849.jpg,What is the color of the lid's knob?,Black
64/64199f67.jpg,Is this a mop?,Yes
64/64199f67.jpg,What color is the band around the top portion of the mop head?,Red
64/6418e725.jpg,What is on the fabric?,Water
